function	description	10918.38802.R1.fastq.gz	10918.38895.R1.fastq.gz	10918.38896.R1.fastq.gz	10918.38899.R1.fastq.gz	10918.38903.R1.fastq.gz	10918.39015.R1.fastq.gz	10918.39024.R1.fastq.gz	10918.39025.R1.fastq.gz	10918.39027.R1.fastq.gz	10918.39028.R1.fastq.gz	10918.39029.R1.fastq.gz	10918.39125.R1.fastq.gz	10918.39127.R1.fastq.gz	10918.39130.R1.fastq.gz	10918.39136.R1.fastq.gz
K14051	gmr; c-di-GMP phosphodiesterase Gmr [EC:3.1.4.52]	253.4	1192.6	1655.2	2592.6	5395.3	3172.0	4199.0	1022.6	1663.7	62.6	4598.6	73.6	234.4	1055.6	3717.9
K14052	puuP; putrescine importer	253.4	1192.6	1655.2	2600.6	5394.8	3172.0	4199.0	1022.6	1667.7	58.0	4627.5	73.6	234.4	1055.6	3771.1
K14053	ompG; outer membrane protein G	228.2	1051.2	1583.2	1454.6	709.4	3150.2	4190.2	1013.2	998.4	6.0	4195.8	16.8	216.8	857.6	793.6
K14054	mpaA; protein MpaA	253.4	1192.6	1655.2	2600.6	5395.3	3172.0	4199.0	1022.6	1663.7	57.6	4598.6	73.6	234.4	1055.6	3717.9
K14055	uspE; universal stress protein E	253.4	1192.6	1655.2	2600.6	5399.32	3172.0	4199.0	1022.6	1666.7	57.6	4598.6	90.1	234.4	1055.6	5185.9
K14056	puuR; HTH-type transcriptional regulator, repressor for puuD	253.4	1192.6	1655.2	2600.6	5415.7	3172.0	4199.0	1022.6	1663.7	57.6	4598.6	73.6	234.4	1055.6	6052.099999999999
K14057	abgR; LysR family transcriptional regulator, regulator of abg operon	228.2	1051.2	1583.2	1454.6	709.4	3150.2	4190.2	1013.2	1014.9	6.0	4195.8	16.8	216.8	1037.6	851.1
K14058	ttcA; tRNA 2-thiocytidine biosynthesis protein TtcA	261.07	1422.6	1655.2	3053.6	5412.969999999999	3844.0	4202.0	1028.6	1687.0300000000002	451.0	4627.5	120.1	236.4	1109.6	4901.099999999999
K14059	int; integrase	228.2	1370.2	1583.2	1707.6	709.4	3546.6	4459.4	1087.4	1163.4	24.0	4718.8	36.8	1232.0	1226.6	793.6
K14060	pinR; putative DNA-invertase from lambdoid prophage Rac	228.2	1051.2	1583.2	1462.6	709.4	3150.2	4190.2	1013.2	998.4	6.0	4195.8	16.8	216.8	857.6	793.6
K14061	uspF; universal stress protein F	228.2	1051.2	1583.2	1454.6	709.4	3150.2	4190.2	1013.2	1020.9	6.0	4195.8	103.8	216.8	1037.6	851.1
K14062	ompN; outer membrane protein N	228.2	1051.2	1583.2	1454.6	709.4	3150.2	4190.2	1013.2	1026.9	6.0	4195.8	16.8	216.8	1037.6	851.1
K14063	feaR; AraC family transcriptional regulator, positive regulator of tynA and feaB	253.4	1192.6	1655.2	2600.6	5394.8	3172.0	4199.0	1022.6	1663.7	57.6	4598.6	73.6	234.4	1055.6	3717.9
K14064	uspC; universal stress protein C	253.4	1192.6	1655.2	2600.6	5394.8	3172.0	4199.0	1022.6	1666.7	57.6	4598.6	73.6	234.4	1055.6	3717.9
K14067	mtkA; malate-CoA ligase subunit beta [EC:6.2.1.9]	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K14080	mtaA; [methyl-Co(III) methanol-specific corrinoid protein]:coenzyme M methyltransferase [EC:2.1.1.246]	9.0	0.0	0.0	3.0	106.0	0.0	0.0	0.0	122.0	0.0	105.0	0.0	0.0	0.0	0.0
K14083	mttB; trimethylamine---corrinoid protein Co-methyltransferase [EC:2.1.1.250]	0.0	29.5	0.0	7.5	0.0	0.5	0.0	0.0	1220.0	0.0	176.0	0.0	0.0	0.0	0.0
K14086	echA; ech hydrogenase subunit A	315.5	23.5	53.5	218.0	2.0	30.0	0.0	21.0	16.5	29.5	73.0	18.5	13.0	23.0	3.0
K14087	echB; ech hydrogenase subunit B	14.0	0.0	0.0	211.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	7.0	0.0	10.0	0.0
K14088	echC; ech hydrogenase subunit C	315.5	23.5	53.5	218.0	2.0	30.0	0.0	8.5	16.5	29.5	73.0	18.5	13.0	23.0	3.0
K14089	echD; ech hydrogenase subunit D	14.0	0.0	0.0	211.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	7.0	0.0	10.0	0.0
K14090	echE; ech hydrogenase subunit E	315.5	23.5	53.5	218.0	2.0	30.0	0.0	8.5	16.5	29.5	73.0	16.5	13.0	23.0	3.0
K14091	echF; ech hydrogenase subunit F	14.0	0.0	0.0	211.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	10.0	0.0
K14136	K14136; decaprenyl-phosphate phosphoribosyltransferase [EC:2.4.2.45]	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	3.0	0.0	0.0	0.0	2.0	0.0	0.0
K14138	acsB; acetyl-CoA synthase [EC:2.3.1.169]	16.0	243.6	340.2	18.5	437.8	0.5	0.0	0.0	375.0	0.6	188.1	0.0	0.0	0.0	0.0
K14153	thiDE; hydroxymethylpyrimidine kinase / phosphomethylpyrimidine kinase / thiamine-phosphate diphosphorylase [EC:2.7.1.49 2.7.4.7 2.5.1.3]	2.0	11.0	0.0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.0	10.0	2.0	0.0	0.0
K14155	patB, malY; cystathione beta-lyase [EC:4.4.1.8]	32499.44	41167.27	25843.07	29486.27	24654.669999999995	19945.28	46872.0	16735.11	18324.89	34402.8	29787.14	25957.4	52822.87	21827.27	27470.87
K14159	rnhA-dnaQ; ribonuclease HI / DNA polymerase III subunit epsilon [EC:3.1.26.4 2.7.7.7]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.4	28.9	0.0	0.0	0.0	53.2
K14160	imuA; protein ImuA	0.4	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	12.0	0.0	7.0	0.0	0.0	0.0
K14161	imuB; protein ImuB	43.07	0.0	9.0	14.0	18.67	9.0	0.0	121.5	19.33	14.0	0.0	7.0	41.0	10.0	650.0000000000001
K14162	dnaE2; error-prone DNA polymerase [EC:2.7.7.7]	61.07	28.0	9.0	20.0	18.67	35.0	0.0	121.5	19.33	24.0	11.0	35.0	51.0	64.0	650.0000000000001
K14166	ycnJ; copper transport protein	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	66.0	0.0	6.0	0.0
K14170	pheA; chorismate mutase / prephenate dehydratase [EC:5.4.99.5 4.2.1.51]	15187.16	9931.45	18380.92	10615.1	13524.309999999998	17052.32	8417.2	13618.88	7409.280000000001	26158.6	17917.27	23677.77	17966.600000000002	9672.93	19874.1
K14187	tyrA; chorismate mutase / prephenate dehydrogenase [EC:5.4.99.5 1.3.1.12]	259.4	1422.6	1655.2	2600.6	5412.3	3844.0	4202.0	1028.6	1666.7	438.6	4598.6	111.1	234.4	1109.6	4223.9
K14188	dltC; D-alanine--poly(phosphoribitol) ligase subunit 2 [EC:6.1.1.13]	832.4200000000001	218.52	801.03	141.67000000000002	565.8	1761.75	54.5	1302.91	36.75	337.1	49.1	864.6600000000001	720.1700000000001	264.0	702.67
K14189	dltE; uncharacterized oxidoreductase [EC:1.-.-.-]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
K14194	sdrC_D_E; serine-aspartate repeat-containing protein C/D/E	28.0	4.0	0.0	16.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	66.0	0.0	6.0	0.0
K14195	sasG; surface protein G	14.0	0.0	0.0	8.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K14205	mprF, fmtC; phosphatidylglycerol lysyltransferase [EC:2.3.2.3]	1552.59	588.25	736.55	430.0	589.29	1695.42	12144.5	1196.08	201.25	279.0	412.0	875.0	696.5	236.33	719.0000000000001
K14260	alaA; alanine-synthesizing transaminase [EC:2.6.1.66 2.6.1.2]	14752.07	6545.77	18472.03	9084.27	13369.97	16215.329999999998	16587.5	14635.6	2236.36	25689.17	14792.5	24507.26	13565.57	9643.27	20352.44
K14261	alaC; alanine-synthesizing transaminase [EC:2.6.1.-]	253.8	1192.6	1655.2	3053.6	5501.969999999999	3172.0	4199.0	1040.6	1663.7	62.6	4598.6	80.6	236.4	1057.6	4330.9
K14266	prnA, rebH, ktzQ; tryptophan 7-halogenase [EC:1.14.19.9]	1.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.33	0.0	0.0	0.0	0.0	0.0	11.0
K14267	dapC; N-succinyldiaminopimelate aminotransferase [EC:2.6.1.17]	6.0	0.0	0.0	453.0	0.67	0.0	0.0	1.5	7.0	22.4	28.9	9.0	4.0	0.0	666.2
K14268	davT, gabT; 5-aminovalerate/4-aminobutyrate aminotransferase [EC:2.6.1.48 2.6.1.19]	0.0	0.0	0.0	0.0	0.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	613.0
K14287	ybdL; methionine transaminase [EC:2.6.1.88]	255.07	1192.6	1655.2	2600.6	5395.969999999999	3172.0	4199.0	1022.6	1684.0300000000002	70.0	4627.5	73.6	234.4	1055.6	4395.099999999999
K14330	K14330; fatty aldehyde-generating acyl-ACP reductase [EC:1.2.1.80]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0
K14331	K14331; fatty aldehyde decarbonylase [EC:4.1.99.5]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0
K14335	pimC; alpha-1,6-mannosyltransferase [EC:2.4.1.-]	0.0	0.0	0.0	0.0	0.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	613.0
K14337	mptA; alpha-1,6-mannosyltransferase [EC:2.4.1.-]	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	3.0	0.0	0.0	0.0	2.0	0.0	0.0
K14338	cypD_E, CYP102A2_3; cytochrome P450 / NADPH-cytochrome P450 reductase [EC:1.14.14.1 1.6.2.4]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0
K14339	mptB; alpha-1,6-mannosyltransferase [EC:2.4.1.-]	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	3.0	0.0	0.0	0.0	2.0	0.0	0.0
K14347	SLC10A7, P7; solute carrier family 10 (sodium/bile acid cotransporter), member 7	262.74	1197.6	1661.87	2604.6	5428.37	3179.0	4199.0	1026.77	3894.3600000000006	71.67	6182.170000000001	175.76999999999998	254.4	1085.6	6877.969999999999
K14348	lldR; GntR family transcriptional regulator, L-lactate dehydrogenase operon regulator	229.87	1051.2	1583.2	1454.6	709.9	3150.2	4190.2	1013.2	1035.23	6.4	4224.7	16.8	216.8	1037.6	915.3
K14392	panF; sodium/pantothenate symporter	619.9	1446.1	1708.7	2870.6	5541.3	3875.75	4202.0	1115.35	1683.2	479.1	4641.6	124.6	255.4	1130.6	4226.9
K14393	actP; cation/acetate symporter	289.20000000000005	1192.6	1655.2	2641.6	5395.969999999999	3172.0	4199.0	1071.1	1670.7	120.0	4627.5	104.1	236.4	1057.6	4826.099999999999
K14414	rtcR; transcriptional regulatory protein RtcR	228.2	1051.2	1583.2	1899.6	709.4	3150.2	4190.2	1013.2	1002.4	6.4	4224.7	31.3	218.8	1037.6	846.8000000000001
K14415	RTCB, rtcB; tRNA-splicing ligase RtcB (3'-phosphate/5'-hydroxy nucleic acid ligase) [EC:6.5.1.8]	291.62	1062.2	1591.2	1909.6	710.0699999999999	3150.2	8215.2	2026.95	1025.73	475.05	5630.6	63.55	3949.3	3477.1	1549.0
K14439	SMARCAD1; SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1 [EC:3.6.4.12]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0
K14440	SMARCAL1, HARP; SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein 1 [EC:3.6.4.12]	32.0	0.0	0.0	2477.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	51.0	0.0	0.0	5.0
K14441	rimO; ribosomal protein S12 methylthiotransferase [EC:2.8.4.4]	16360.61	33794.55	6954.42	17100.1	5224.41	4589.52	6839.4	2753.0600000000004	10773.88	6215.5	11589.27	1814.47	22915.5	10078.43	6492.3
K14445	SLC13A2_3_5; solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 2/3/5	148.42000000000002	804.0	17.34	1646.0	35.0	1370.0	4840.0	1074.08	2219.23	1196.25	4265.14	226.42	4358.5	2331.5	1039.0
K14446	ccr; crotonyl-CoA carboxylase/reductase [EC:1.3.1.85]	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
K14447	ecm; ethylmalonyl-CoA mutase [EC:5.4.99.63]	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
K14448	mcd; (2S)-methylsuccinyl-CoA dehydrogenase [EC:1.3.8.12]	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0
K14449	mch, mcd; 2-methylfumaryl-CoA hydratase [EC:4.2.1.148]	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0
K14470	mct; 2-methylfumaryl-CoA isomerase [EC:5.4.1.3]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
K14475	ICP; inhibitor of cysteine peptidase	301.5	23.5	53.5	7.0	2.67	30.0	0.0	8.5	16.5	29.5	40.0	2.0	13.0	11.0	616.0
K14486	K14486, ARF; auxin response factor	0.0	0.0	0.0	0.0	0.0	396.4	265.2	74.2	162.0	0.0	0.0	0.0	229.2	9.0	0.0
K14518	pipX; PII interaction protein X	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0
K14519	aldH; NADP-dependent aldehyde dehydrogenase [EC:1.2.1.4]	0.0	0.0	0.0	0.0	2.01	0.0	0.0	0.0	8.0	12.4	56.4	0.0	0.0	0.0	1892.2
K14520	hapE; 4-hydroxyacetophenone monooxygenase [EC:1.14.13.84]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K14534	abfD; 4-hydroxybutyryl-CoA dehydratase / vinylacetyl-CoA-Delta-isomerase [EC:4.2.1.120 5.3.3.3]	46.0	1020.1	340.2	506.0	310.8	6.0	294.0	36.0	9.0	776.6	256.1	23.0	4897.0	2.0	0.0
K14540	rbgA; ribosome biogenesis GTPase A	17729.92	14832.52	5982.38	1461.17	4892.34	2944.4	16326.7	2053.36	4318.75	6393.6	5122.1	2485.16	6915.37	5284.0	5170.67
K14587	sgcE; protein sgcE [EC:5.1.3.-]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	180.0	0.0
K14588	cueO; blue copper oxidase	253.4	1192.6	1655.2	2600.6	5395.3	3172.0	4199.0	1022.6	1663.7	57.6	4598.6	88.1	234.4	1055.6	3717.9
K14591	aroM; protein AroM	228.2	1051.2	1583.2	1454.6	709.9	3150.2	4190.2	1013.2	1014.9	11.0	4195.8	31.8	216.8	1037.6	851.1
K14605	cruA; lycopene cyclase CruA [EC:5.5.1.19]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0
K14606	cruP; lycopene cyclase CruP [EC:5.5.1.19]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0
K14623	dinD; DNA-damage-inducible protein D	332.20000000000005	1061.2	1583.2	5238.6	719.4	3150.2	4686.2	1013.2	1013.8	58.0	4274.6	113.8	222.8	1037.6	806.6
K14645	K14645; serine protease [EC:3.4.21.-]	22.34	0.0	6.0	9.0	33.0	21.0	0.0	8.01	32.66	58.01	0.0	257.0	24.0	90.0	456.01
K14647	vpr; minor extracellular serine protease Vpr [EC:3.4.21.-]	29.0	0.0	0.0	18.0	0.0	0.0	0.0	29.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0
K14652	ribBA; 3,4-dihydroxy 2-butanone 4-phosphate synthase / GTP cyclohydrolase II [EC:4.1.99.12 3.5.4.25]	15945.91	29761.85	5339.719999999999	14750.5	4479.01	1065.67	842.0	1819.25	6495.48	6142.34	6952.47	1942.67	21097.5	9094.83	5932.54
K14654	RIB7, arfC; 2,5-diamino-6-(ribosylamino)-4(3H)-pyrimidinone 5'-phosphate reductase [EC:1.1.1.302]	0.0	2249.0	0.0	0.0	0.0	6.0	805.0	0.0	2.0	14.0	0.0	0.0	0.0	2.0	0.0
K14657	nodD; LysR family transcriptional regulator, nod-box dependent transcriptional activator	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K14658	nodA; nodulation protein A [EC:2.3.1.-]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K14664	ILR1; IAA-amino acid hydrolase [EC:3.5.1.-]	0.0	0.0	0.0	0.0	0.0	0.0	805.0	0.0	122.0	0.0	0.0	0.0	0.0	0.0	0.0
K14665	amhX; amidohydrolase [EC:3.5.1.-]	29.0	17.1	340.2	1196.0	310.8	0.0	0.0	29.0	9.0	11.6	150.1	21.0	4.0	0.0	0.0
K14666	nodC; N-acetylglucosaminyltransferase [EC:2.4.1.-]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0
K14682	argAB; amino-acid N-acetyltransferase [EC:2.3.1.1]	260.07	1422.6	1659.87	3054.6	5413.969999999999	3844.0	4202.0	1028.6	3875.03	451.0	6182.170000000001	107.77	236.4	1109.6	4890.099999999999
K14683	SLC34A, NPT, nptA; solute carrier family 34 (sodium-dependent phosphate cotransporter)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
K14727	pcaL; 3-oxoadipate enol-lactonase / 4-carboxymuconolactone decarboxylase [EC:3.1.1.24 4.1.1.44]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
K14733	limB; limonene 1,2-monooxygenase [EC:1.14.13.107]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
K14742	tsaB; tRNA threonylcarbamoyladenosine biosynthesis protein TsaB	2006.82	22238.6	1684.2	17524.6	5581.969999999999	3907.0	5311.0	2268.6800000000003	7921.93	909.0	6878.3	565.1	20464.9	5241.1	5366.099999999999
K14743	mycP; membrane-anchored mycosin MYCP [EC:3.4.21.-]	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	3.0	0.0	0.0	0.0	2.0	0.0	0.0
K14744	rzpD; prophage endopeptidase [EC:3.4.-.-]	456.4	2102.4	3166.4	2901.2	1418.8	6300.4	8380.4	2026.4	1999.8	12.0	8391.6	62.6	433.6	2795.2	1587.2
K14761	ybcJ; ribosome-associated protein	15779.49	15964.45	6964.25	4280.099999999999	9881.64	4474.07	8388.2	1824.8	5741.450000000001	6100.87	9470.7	1707.6	6514.6	6155.93	8328.57
K14762	yibL; ribosome-associated protein	253.4	1192.6	1655.2	2592.6	5395.3	3172.0	4199.0	1022.6	1663.7	57.6	4598.6	88.1	234.4	1055.6	3717.9
K14835	NOP2; 25S rRNA (cytosine2870-C5)-methyltransferase [EC:2.1.1.310]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.5	0.0	2.0	0.0
K14836	NOP8; nucleolar protein 8	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K14940	cofF; gamma-F420-2:alpha-L-glutamate ligase [EC:6.3.2.32]	29.0	0.0	0.0	18.0	0.0	0.0	0.0	29.0	3.0	11.0	0.0	0.0	0.0	0.0	0.0
K14941	cofC; 2-phospho-L-lactate guanylyltransferase [EC:2.7.7.68]	3.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	16.0	0.0	0.0
K14949	pknG; serine/threonine-protein kinase PknG [EC:2.7.11.1]	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	3.0	0.0	0.0	0.0	2.0	0.0	0.0
K14952	namH; UDP-MurNAc hydroxylase	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
K14953	lpqH; ipoprotein LpqH	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
K14974	nicC; 6-hydroxynicotinate 3-monooxygenase [EC:1.14.13.114]	0.0	0.0	0.0	0.0	20.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2334.2
K14977	ylbA, UGHY; (S)-ureidoglycine aminohydrolase [EC:3.5.3.26]	753.6	1051.2	1847.2	1534.6	1044.4	3150.2	16273.2	1057.2	1125.4	94.0	4561.8	155.8	239.8	1055.6	829.6
K14978	ssrA; two-component system, LuxR family, secretion system sensor histidine kinase SsrA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
K14979	ssrB; two-component system, LuxR family, secretion system response regulator SsrB	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
K14980	chvG; two-component system, OmpR family, sensor histidine kinase ChvG [EC:2.7.13.3]	0.4	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0
K14981	chvI; two-component system, OmpR family, response regulator ChvI	0.4	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0
K14982	ciaH; two-component system, OmpR family, sensor histidine kinase CiaH [EC:2.7.13.3]	1324.0	63.17	724.8299999999999	213.67	437.0	1694.33	12137.5	1298.83	153.32999999999998	400.5	301.0	922.66	707.17	274.67	738.67
K14983	ciaR; two-component system, OmpR family, response regulator CiaR	1324.0	63.17	724.8299999999999	213.67	437.0	1694.33	12137.5	1298.83	153.32999999999998	400.5	301.0	922.66	707.17	274.67	738.67
K14986	fixL; two-component system, LuxR family, sensor kinase FixL [EC:2.7.13.3]	0.8	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K14987	fixJ; two-component system, LuxR family, response regulator FixJ	0.8	0.0	0.0	1812.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	75.0	8.0	0.0	0.0
K14988	salK; two-component system, NarL family, secretion system sensor histidine kinase SalK	30.0	0.0	0.0	0.0	0.0	0.0	805.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K14989	salR; two-component system, NarL family, secretion system response regulator SalR	40.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	6.0	0.0	16.0	0.0	0.0
K14998	SURF1, SHY1; surfeit locus 1 family protein	0.8	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	5.0	0.0	4.0	0.0	0.0	0.0
K15011	regB, regS, actS; two-component system, sensor histidine kinase RegB [EC:2.7.13.3]	2.07	0.0	0.0	0.0	0.67	0.0	0.0	36.0	16.33	12.0	0.0	6.0	0.0	0.0	624.0000000000001
K15012	regA, regR, actR; two-component system, response regulator RegA	2.07	0.0	0.0	0.0	0.67	0.0	0.0	36.0	16.33	12.0	0.0	6.0	0.0	0.0	624.0000000000001
K15022	fdhB; formate dehydrogenase (NADP+) beta subunit [EC:1.17.1.10]	0.0	0.0	0.0	453.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	2.0	0.0	0.0
K15023	acsE; 5-methyltetrahydrofolate corrinoid/iron sulfur protein methyltransferase [EC:2.1.1.258]	16.0	243.6	340.2	18.5	437.8	0.5	0.0	0.0	131.0	0.6	188.1	0.0	0.0	0.0	0.0
K15024	K15024; putative phosphotransacetylase [EC:2.3.1.8]	53.0	2992.6	363.2	928.5	485.8	912.65	3646.2	108.45	3251.5	734.6	1617.1	98.0	1115.2	121.0	457.5
K15034	yaeJ; ribosome-associated protein	255.47000000000003	1192.6	1655.2	2600.6	5395.969999999999	3172.0	4199.0	1040.6	1683.0300000000002	69.6	4598.6	82.6	234.4	1057.6	4341.9
K15051	endA; DNA-entry nuclease	2004.0	892.17	1269.83	981.67	659.0	4347.7300000000005	17013.7	3810.03	594.83	1265.5	1213.0	2354.66	6756.37	705.6700000000001	1219.67
K15054	mdlB; (S)-mandelate dehydrogenase [EC:1.1.99.31]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
K15066	ligM; vanillate/3-O-methylgallate O-demethylase [EC:2.1.1.341]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	122.0	0.0	0.0	0.0	0.0	0.0	0.0
K15067	amnD; 2-aminomuconate deaminase [EC:3.5.99.5]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	7.0	0.0	0.0	0.0	0.0	0.0
K15125	fhaB; filamentous hemagglutinin	118.8	1255.6	288.0	4584.0	18835.9	2118.95	44.2	336.85	2653.2	1354.8000000000002	1721.1999999999998	272.7	70.4	234.0	18230.6
K15226	tyrAa; arogenate dehydrogenase (NADP+) [EC:1.3.1.78]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0
K15228	mauA; methylamine dehydrogenase light chain [EC:1.4.9.1]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
K15256	cmoA; tRNA (cmo5U34)-methyltransferase [EC:2.1.1.-]	261.07	3675.27	1723.53	2614.27	5427.969999999999	3895.08	4202.0	1114.18	1814.36	490.00000000000006	4660.5	218.76	268.07000000000005	1128.27	5556.77
K15257	cmoB; tRNA (mo5U34)-methyltransferase [EC:2.1.1.-]	259.8	1422.6	1655.2	2600.6	5412.969999999999	3844.0	4202.0	1028.6	1666.7	438.6	4598.6	98.1	234.4	1109.6	4836.9
K15268	eamA; O-acetylserine/cysteine efflux transporter	253.4	1192.6	1655.2	2592.6	5374.9	3172.0	4199.0	1058.6	1672.7	69.6	4626.1	95.1	234.4	1055.6	1383.6999999999998
K15269	pecM; probable blue pigment (indigoidine) exporter	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	14.5	0.0	0.0	6.0
K15270	sam; S-adenosylmethionine uptake transporter	0.0	0.0	0.0	906.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	4.0	0.0	0.0
K15303	AKR7; aflatoxin B1 aldehyde reductase	0.0	0.0	0.0	0.0	0.0	0.0	805.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K15329	pksE; trans-AT polyketide synthase, acyltransferase and oxidoreductase domains	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
